environment,model,variant,method,adaptation_seed,evaluation_projection_seed,evaluation_projection_dim,ridge,calibration_pose_mse,ridge_optimum_interior,ridge_search_audit_json
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,14065,128,100.0,0.011955466250334338,True,"[{""best_index"": 5, ""best_loss"": 0.011955466250334338, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14065,128,100.0,0.009514092220769042,True,"[{""best_index"": 5, ""best_loss"": 0.009514092220769042, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14065,128,100.0,0.016402225177207436,True,"[{""best_index"": 5, ""best_loss"": 0.016402225177207436, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14065,128,100.0,0.01179184459365068,True,"[{""best_index"": 5, ""best_loss"": 0.01179184459365068, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14065,128,100.0,0.009690973210765745,True,"[{""best_index"": 5, ""best_loss"": 0.009690973210765745, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,frozen,frozen,-1,14083,128,100.0,0.014317538388101025,True,"[{""best_index"": 5, ""best_loss"": 0.014317538388101025, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11401,fidelity_constrained_latent_only,11401,14083,128,100.0,0.017275730547803188,True,"[{""best_index"": 5, ""best_loss"": 0.017275730547803188, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11401,fidelity_constrained_shuffled_geometry,11401,14083,128,100.0,0.01276106615383692,True,"[{""best_index"": 5, ""best_loss"": 0.01276106615383692, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11401,fidelity_constrained_matched_geometry,11401,14083,128,1.0,0.01176582846502274,True,"[{""best_index"": 4, ""best_loss"": 0.01176582846502274, ""best_ridge"": 1.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11419,fidelity_constrained_latent_only,11419,14083,128,100.0,0.01882805931107456,True,"[{""best_index"": 5, ""best_loss"": 0.01882805931107456, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11419,fidelity_constrained_shuffled_geometry,11419,14083,128,100.0,0.012891757492198813,True,"[{""best_index"": 5, ""best_loss"": 0.012891757492198813, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11419,fidelity_constrained_matched_geometry,11419,14083,128,100.0,0.011794395503541439,True,"[{""best_index"": 5, ""best_loss"": 0.011794395503541439, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_latent_only__seed11437,fidelity_constrained_latent_only,11437,14083,128,100.0,0.018933833711043655,True,"[{""best_index"": 5, ""best_loss"": 0.018933833711043655, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_shuffled_geometry__seed11437,fidelity_constrained_shuffled_geometry,11437,14083,128,100.0,0.013011217728018054,True,"[{""best_index"": 5, ""best_loss"": 0.013011217728018054, ""best_ridge"": 100.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
Wall,jepa_wm_wall,fidelity_constrained_matched_geometry__seed11437,fidelity_constrained_matched_geometry,11437,14083,128,1.0,0.012221925970617192,True,"[{""best_index"": 4, ""best_loss"": 0.012221925970617192, ""best_ridge"": 1.0, ""expansion"": 0, ""exponents"": [-8, -6, -4, -2, 0, 2, 4]}]"
