environment,treatment,baseline,projection_seed,horizon,metric,positive_means_treatment_better,adaptation_seeds_averaged_within_task,paired_state_seed_rows,estimate,low,high,n_tasks,n_bootstrap,task_means_json
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,3,normalized_regret,True,3,72,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,3,weighted_pairwise_accuracy,True,3,72,-0.0016141576224458535,-0.00978187071734991,0.01138313912158074,3,2000,"{""1"": 0.01138313912158074, ""2"": -0.00978187071734991, ""6"": -0.006443741271568391}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,3,top1_correct,True,3,72,0.0,0.0,0.0,3,2000,"{""1"": 0.0, ""2"": 0.0, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,3,normalized_regret,True,3,72,0.005627448848116549,-0.0016084886084120741,0.018490835152761724,3,2000,"{""1"": 0.0, ""2"": 0.018490835152761724, ""6"": -0.0016084886084120741}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,3,weighted_pairwise_accuracy,True,3,72,-0.0027041830513454923,-0.03780592830314722,0.026917080546163447,3,2000,"{""1"": 0.02691708054616345, ""2"": -0.03780592830314722, ""6"": 0.0027762986029472914}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,3,top1_correct,True,3,72,0.013888888888888888,0.0,0.041666666666666664,3,2000,"{""1"": 0.0, ""2"": 0.041666666666666664, ""6"": 0.0}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,6,normalized_regret,True,3,72,0.00916550333174646,-0.016236907136048504,0.03713918106578017,3,2000,"{""1"": 0.03713918106578017, ""2"": -0.016236907136048504, ""6"": 0.006594236065507714}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,6,weighted_pairwise_accuracy,True,3,72,-0.004085518502924647,-0.011667598426305168,0.00706357316747851,3,2000,"{""1"": 0.00706357316747851, ""2"": -0.007652530249947282, ""6"": -0.01166759842630517}"
PushT,fidelity_constrained_matched_geometry,frozen,14065,6,top1_correct,True,3,72,-0.06944444444444445,-0.125,0.041666666666666664,3,2000,"{""1"": 0.041666666666666664, ""2"": -0.125, ""6"": -0.125}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,6,normalized_regret,True,3,72,-0.0003415609419124167,-0.011032289139080421,0.01052649449611369,3,2000,"{""1"": -0.011032289139080421, ""2"": -0.0005188881827705178, ""6"": 0.01052649449611369}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,6,weighted_pairwise_accuracy,True,3,72,-0.006427245263850218,-0.014866372110634676,0.006381503914245308,3,2000,"{""1"": -0.01079686759516129, ""2"": 0.006381503914245308, ""6"": -0.014866372110634674}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_latent_only,14065,6,top1_correct,True,3,72,-0.06944444444444443,-0.125,0.0,3,2000,"{""1"": -0.08333333333333333, ""2"": 0.0, ""6"": -0.125}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,6,normalized_regret,True,3,72,-0.03367364421985286,-0.09271637703535467,0.011625161767018145,3,2000,"{""1"": -0.01992971739122206, ""2"": -0.09271637703535467, ""6"": 0.011625161767018145}"
PushT,fidelity_constrained_matched_geometry,fidelity_constrained_shuffled_geometry,14065,6,weighted_pairwise_accuracy,True,3,72,0.0011242606993799083,-0.01100992273511404,0.02251351632409936,3,2000,"{""1"": 0.022513516324099363, ""2"": -0.011009922735114041, ""6"": -0.008130811490845597}"
